Time:512Hz,Epoch,sinusOsc 1,sinusOsc 2,sinusOsc 3,sinusOsc 4,Event Id,Event Date,Event Duration
1.7128906250,27,1.8912863840,-0.8831222544,-0.2308129654,-0.4371840092,,,
1.7148437500,27,1.7455677968,-0.6486246762,-0.5675878504,0.0254646815,,,
1.7167968750,27,1.5998022241,-0.4157919638,-0.8931395862,0.4546592466,,,
1.7187500000,27,1.4563051832,-0.2026887361,-1.1487345134,0.7176546469,,,
1.7207031250,27,1.3173436365,-0.0258561064,-1.2868222408,0.7265686468,,,
1.7226562500,27,1.1850964482,0.1008432961,-1.2784887380,0.4626809197,,,
1.7246093750,27,1.0616163884,0.1671931716,-1.1180045282,-0.0182174348,,,
1.7265625000,27,0.9487943486,0.1673367679,-0.8237593404,-0.6008922073,,,
1.7285156250,27,0.8483263970,0.1001857359,-0.4354374209,-1.1420245931,,,
1.7304687500,27,0.7616842476,-0.0305038886,-0.0078732538,-1.5092676299,,,
1.7324218750,27,0.6900896635,-0.2163938748,0.3974554981,-1.6172985067,,,
1.7343750000,27,0.6344932390,-0.4451458738,0.7219729921,-1.4509880084,,,
1.7363281250,27,0.5955579349,-0.7012827905,0.9191016207,-1.0693391205,,,
1.7382812500,27,0.5736476533,-0.9672693808,0.9614931712,-0.5891173520,,,
1.7402343750,27,0.5688210526,-1.2247367170,0.8452685633,-0.1526611376,,,
1.7421875000,27,0.5808307104,-1.4557651313,0.5906059079,0.1113036515,,,
1.7441406250,27,0.6091276500,-1.6441361676,0.2385853785,0.1231038160,,,
1.7460937500,27,0.6528711494,-1.7764662336,-0.1552176102,-0.1259010860,,,
1.7480468750,27,0.7109436626,-1.8431428919,-0.5293929792,-0.5708241825,,,
1.7500000000,28,0.7819705904,-1.8389984936,-0.8262613606,-1.0909272040,,,
1.7519531250,28,0.8643445559,-1.7636741695,-1.0008544139,-1.5426235232,,,
1.7539062500,28,0.9562537576,-1.6216487889,-1.0279113697,-1.7987640785,,,
1.7558593750,28,1.0557139058,-1.4219308558,-0.9058020908,-1.7834398005,,,
1.7578125000,28,1.1606031806,-1.1774348182,-0.6567656758,-1.4927627539,,,
1.7597656250,28,1.2686996015,-0.9040852694,-0.3234275199,-0.9959308151,,,
1.7617187500,28,1.3777201523,-0.6197114989,0.0378625788,-0.4162841915,,,
1.7636718750,28,1.4853609772,-0.3428094650,0.3658335227,0.1024544850,,,
1.7656250000,28,1.5893379440,-0.0912575086,0.6038659590,0.4355042258,,,
1.7675781250,28,1.6874268631,0.1189246477,0.7088440565,0.5111368873,,,
1.7695312500,28,1.7775026599,0.2746870905,0.6579071278,0.3302273659,,,
1.7714843750,28,1.8575768119,0.3668536244,0.4520493072,-0.0341144241,,,
1.7734375000,28,1.9258323976,0.3907553799,0.1160064092,-0.4567278299,,,
1.7753906250,28,1.9806561408,0.3465499537,-0.3055526320,-0.7948688232,,,
1.7773437500,28,2.0206668915,0.2392038406,-0.7549367703,-0.9275125416,,,
1.7792968750,28,2.0447400425,0.0781394002,-1.1703701238,-0.7887177800,,,
1.7812500000,28,2.0520274556,-0.1234290101,-1.4955637468,-0.3859075051,,,
1.7832031250,28,2.0419725467,-0.3494234230,-1.6884313102,0.2019465839,,,
1.7851562500,28,2.0143202679,-0.5820304157,-1.7275914490,0.8457398354,,,
1.7871093750,28,1.9691218088,-0.8029503439,-1.6156442845,1.4013833692,,,
1.7890625000,28,1.9067339371,-0.9946805248,-1.3787120683,1.7490546274,,,
1.7910156250,28,1.8278129888,-1.1417428723,-1.0623157853,1.8257944968,,,
1.7929687500,28,1.7333036119,-1.2317703599,-0.7242302476,1.6425192769,,,
1.7949218750,28,1.6244224635,-1.2563765317,-0.4254308256,1.2807872008,,,
1.7968750000,28,1.5026371429,-1.2117474109,-0.2205422031,0.8702078730,,,
1.7988281250,28,1.3696407306,-1.0989145127,-0.1492770999,0.5526881493,,,
1.8007812500,28,1.2273223789,-0.9236899070,-0.2301987107,0.4433156726,,,
1.8027343750,28,1.0777344684,-0.6962678419,-0.4577786705,0.5986027199,,,
1.8046875000,28,0.9230569069,-0.4305206916,-0.8032090572,1.0007956907,,,
1.8066406250,28,0.7655591926,-0.1430383086,-1.2188422203,1.5625523470,,,
1.8085937500,28,0.6075609094,0.1480222479,-1.6455671620,2.1507066035,,,
1.8105468750,28,0.4513913433,0.4241964108,-2.0219738046,2.6226092023,,,
1.8125000000,29,0.2993489279,0.6679934029,-2.2938779901,2.8650857800,,,
1.8144531250,29,0.1536612285,0.8641098020,-2.4227238610,2.8253363220,,,
1.8164062500,29,0.0164461664,1.0004907596,-2.3915551095,2.5253084423,,,
1.8183593750,29,-0.1103248393,1.0691648882,-2.2076252274,2.0556060720,,,
1.8203125000,29,-0.2248611659,1.0667946094,-1.9012403677,1.5506036698,,,
1.8222656250,29,-0.3255841176,0.9949035997,-1.5210151994,1.1515868744,,,
1.8242187500,29,-0.4111543471,0.8597654868,-1.1262808165,0.9680219018,,,
1.8261718750,29,-0.4804950883,0.6719615687,-0.7778273240,1.0475686384,,,
1.8281250000,29,-0.5328107935,0.4456384107,-0.5284230870,1.3630557893,,,
1.8300781250,29,-0.5676008485,0.1975170994,-0.4145873958,1.8199874419,,,
1.8320312500,29,-0.5846681265,-0.0542767453,-0.4508980521,2.2825231579,,,
1.8339843750,29,-0.5841222299,-0.2914806067,-0.6277205339,2.6108104670,,,
1.8359375000,29,-0.5663773644,-0.4969719481,-0.9127124465,2.6994370947,,,
1.8378906250,29,-0.5321448822,-0.6559652825,-1.2558689255,2.5064631838,,,
1.8398437500,29,-0.4824206251,-0.7570459520,-1.5973231139,2.0650753434,,,
1.8417968750,29,-0.4184672892,-0.7929685206,-1.8766866989,1.4746670297,,,
1.8437500000,29,-0.3417921204,-0.7611641008,-2.0424755980,0.8737882447,,,
1.8457031250,29,-0.2541203305,-0.6639212301,-2.0601526052,0.4023764810,,,
1.8476562500,29,-0.1573647012,-0.5082276810,-1.9175341999,0.1636184156,,,
1.8496093750,29,-0.0535919060,-0.3052842313,-1.6267192511,0.1958929566,,,
1.8515625000,29,0.0550138580,-0.0697242975,-1.2222390601,0.4624831701,,,
1.8535156250,29,0.1661892931,0.1814061517,-0.7557167182,0.8618746386,,,
1.8554687500,29,0.2776318046,0.4298372713,-0.2878674270,1.2558156334,,,
1.8574218750,29,0.3870399896,0.6573497132,0.1209144255,1.5074464844,,,
1.8593750000,29,0.4921540994,0.8470458326,0.4199155345,1.5190458612,,,
1.8613281250,29,0.5907957702,0.9845290790,0.5759536119,1.2590466923,,,
1.8632812500,29,0.6809063236,1.0589093289,0.5784945563,0.7709153534,,,
1.8652343750,29,0.7605829668,1.0635640508,0.4412400853,0.1614585501,,,
1.8671875000,29,0.8281122603,0.9966022213,0.1999388121,-0.4282393553,,,
1.8691406250,29,0.8820002640,0.8609986368,-0.0932380267,-0.8612852549,,,
1.8710937500,29,0.9209988366,0.6643892507,-0.3778799011,-1.0423110454,,,
1.8730468750,29,0.9441276260,0.4185418001,-0.5948044957,-0.9434418076,,,
1.8750000000,30,0.9506913659,0.1385386313,-0.6953344902,-0.6117828212,,,
1.8769531250,30,0.9402921761,-0.1582712991,-0.6489384129,-0.1563747993,,,
1.8789062500,30,0.9128366509,-0.4534781773,-0.4480451690,0.2818062990,,,
1.8808593750,30,0.8685376110,-0.7288907647,-0.1092820630,0.5685817257,,,
1.8828125000,30,0.8079104886,-0.9678003039,0.3290568075,0.6134184567,,,
1.8847656250,30,0.7317644090,-1.1561407696,0.8129177654,0.3942940715,,,
1.8867187500,30,0.6411881241,-1.2834645690,1.2808505782,-0.0362371278,,,
1.8886718750,30,0.5375310451,-1.3436656648,1.6735249899,-0.5654395089,,,
1.8906250000,30,0.4223797054,-1.3353997060,1.9429187795,-1.0513076674,,,
1.8925781250,30,0.2975300671,-1.2621718839,2.0597465218,-1.3615220120,,,
1.8945312500,30,0.1649561541,-1.1320863999,2.0179722341,-1.4097714084,,,
1.8964843750,30,0.0267755628,-0.9572750277,1.8357032814,-1.1794873203,,,
1.8984375000,30,-0.1147875465,-0.7530446355,1.5523265372,-0.7284838207,,,
1.9003906250,30,-0.2574413300,-0.5368031255,1.2223330737,-0.1732307898,,,
1.9023437500,30,-0.3988663308,-0.3268387070,0.9067934162,0.3429306368,,,
1.9042968750,30,-0.5367560383,-0.1410376407,0.6638113204,0.6889205201,,,
1.9062500000,30,-0.6688572272,0.0043701116,0.5394431118,0.7816769419,,,
1.9082031250,30,-0.7930093674,0.0959498473,0.5604970980,0.6087389703,,,
1.9101562500,30,-0.9071824177,0.1240062532,0.7303347120,0.2314682207,,,
1.9121093750,30,-1.0095123397,0.0832668514,1.0283274909,-0.2319720408,,,
1.9140625000,30,-1.0983337104,-0.0267429150,1.4130545599,-0.6392133671,,,
1.9160156250,30,-1.1722088627,-0.2016591286,1.8287426661,-0.8629184133,,,
1.9179687500,30,-1.2299530435,-0.4325762221,2.2139457433,-0.8259014467,,,
1.9199218750,30,-1.2706551489,-0.7066605005,2.5111121470,-0.5225054723,,,
1.9218750000,30,-1.2936936732,-1.0080375931,2.6755494222,-0.0203749932,,,
1.9238281250,30,-1.2987475930,-1.3188919697,2.6823902782,0.5578635982,,,
1.9257812500,30,-1.2858019948,-1.6207018643,2.5304747509,1.0679952687,,,
1.9277343750,30,-1.2551483488,-1.8955235092,2.2425438276,1.3835332195,,,
1.9296875000,30,-1.2073794232,-2.1272351417,1.8617143029,1.4301858318,,,
1.9316406250,30,-1.1433789282,-2.3026540524,1.4447838272,1.2060292579,,,
1.9335937500,30,-1.0643060715,-2.4124487963,1.0534088068,0.7818587900,,,
1.9355468750,30,-0.9715752948,-2.4517829713,0.7445291103,0.2816244250,,,
1.9375000000,31,-0.8668315473,-2.4206456881,0.5615308290,-0.1516857685,,,
1.9394531250,31,-0.7519215278,-2.3238457017,0.5275233688,-0.3953626983,,,
1.9414062500,31,-0.6288613999,-2.1706696300,0.6417778137,-0.3807168145,,,
1.9433593750,31,-0.4998015454,-1.9742281071,0.8798811021,-0.1119938131,,,
1.9453125000,31,-0.3669889726,-1.7505354819,1.1975817851,0.3347196668,,,
1.9472656250,31,-0.2327280379,-1.5173872500,1.5377281368,0.8323011665,,,
1.9492187500,31,-0.0993401691,-1.2931135147,1.8392177288,1.2374068208,,,
1.9511718750,31,0.0308767061,-1.0952954133,2.0465642691,1.4297538001,,,
1.9531250000,31,0.1556883137,-0.9395340306,2.1185913570,1.3451047636,,,
1.9550781250,31,0.2729630684,-0.8383576583,2.0348987826,0.9929141861,,,
1.9570312500,31,0.3807093048,-0.8003436119,1.7990939331,0.4537999345,,,
1.9589843750,31,0.4771100539,-0.8295158546,1.4382847114,-0.1424674410,,,
1.9609375000,31,0.5605547556,-0.9250604435,0.9989126594,-0.6524259265,,,
1.9628906250,31,0.6296673527,-1.0813786509,0.5395750090,-0.9581158118,,,
1.9648437500,31,0.6833302729,-1.2884740645,0.1219533704,-0.9992652495,,,
1.9667968750,31,0.7207038808,-1.5326466803,-0.1987383272,-0.7896477647,,,
1.9687500000,31,0.7412410587,-1.7974455953,-0.3822991487,-0.4131300313,,,
1.9707031250,31,0.7446966603,-2.0648138712,-0.4097490292,-0.0004946693,,,
1.9726562500,31,0.7311316727,-2.3163457400,-0.2862325820,0.3066080529,,,
1.9746093750,31,0.7009120134,-2.5345684872,-0.0401668320,0.3946980304,,,
1.9765625000,31,0.6547019843,-2.7041596272,0.2812341179,0.2097916210,,,
1.9785156250,31,0.5934524957,-2.8130144964,0.6193601700,-0.2275711815,,,
1.9804687500,31,0.5183842685,-2.8530898204,0.9133790649,-0.8277192854,,,
1.9824218750,31,0.4309663076,-2.8209644303,1.1097538538,-1.4561869511,,,
1.9843750000,31,0.3328900240,-2.7180780314,1.1706213960,-1.9703264255,,,
1.9863281250,31,0.2260394583,-2.5506313712,1.0797266771,-2.2581645116,,,
1.9882812500,31,0.1124581283,-2.3291547692,0.8449884576,-2.2688558134,,,
1.9902343750,31,-0.0056869203,-2.0677750938,0.4972964618,-2.0263884689,,,
1.9921875000,31,-0.1261432294,-1.7832323003,0.0857272962,-1.6227881216,,,
1.9941406250,31,-0.2466125433,-1.4937141057,-0.3300758992,-1.1926847292,,,
1.9960937500,31,-0.3647912283,-1.2175900590,-0.6891732749,-0.8762146079,,,
1.9980468750,31,-0.4784107904,-0.9721332780,-0.9388038503,-0.7804269669,,,
2.0000000000,32,-0.5852777802,-0.7723189861,-1.0425910551,-0.9497739372,,,
2.0019531250,32,-0.6833123874,-0.6297836222,-0.9862002395,-1.3537734520,,,
2.0039062500,32,-0.7705850481,-0.5520171022,-0.7795670042,-1.8952276161,,,
2.0058593750,32,-0.8453504240,-0.5418445505,-0.4553492977,-2.4367453960,,,
2.0078125000,32,-0.9060781590,-0.5972336322,-0.0638443703,-2.8383016215,,,
2.0097656250,32,-0.9514798736,-0.7114409121,0.3348377244,-2.9955393781,,,
2.0117187500,32,-0.9805319248,-0.8734870257,0.6801251085,-2.8683189380,,,
2.0136718750,32,-0.9924935336,-1.0689275130,0.9204031366,-2.4916893040,,,
2.0156250000,32,-0.9869199601,-1.2808655550,1.0210345498,-1.9662756714,,,
2.0175781250,32,-0.9636704991,-1.4911359756,0.9697316497,-1.4307173843,,,
2.0195312500,32,-0.9229111526,-1.6815779352,0.7784438704,-1.0237101725,,,
2.0214843750,32,-0.8651119342,-1.8353075510,0.4814668947,-0.8460554067,,,
2.0234375000,32,-0.7910388521,-1.9379016889,0.1300679869,-0.9331169779,,,
2.0253906250,32,-0.7017407108,-1.9784103616,-0.2155351449,-1.2452337936,,,
2.0273437500,32,-0.5985309620,-1.9501271208,-0.4955924294,-1.6787145939,,,
2.0292968750,32,-0.4829649241,-1.8510637068,-0.6601693321,-2.0944006121,,,
2.0312500000,32,-0.3568127661,-1.6840958410,-0.6769683658,-2.3559666125,,,
2.0332031250,32,-0.2220287324,-1.4567699787,-0.5364057339,-2.3674616787,,,
2.0351562500,32,-0.0807171438,-1.1807844816,-0.2531521463,-2.0997993424,,,
2.0371093750,32,0.0649042274,-0.8711813741,0.1361024405,-1.5989351607,,,
2.0390625000,32,0.2125427690,-0.5453050262,0.5783122745,-0.9734886565,,,
2.0410156250,32,0.3598709495,-0.2216003623,1.0122856098,-0.3652001180,,,
2.0429687500,32,0.5045668507,0.0816656178,1.3781624220,0.0896828760,,,
2.0449218750,32,0.6443546012,0.3476698696,1.6266841177,0.2975085154,,,
2.0468750000,32,0.7770440032,0.5621986200,1.7268117212,0.2326467119,,,
2.0488281250,32,0.9005686600,0.7146307245,1.6705062566,-0.0557283745,,,
2.0507812500,32,1.0130219352,0.7986705102,1.4739270452,-0.4573559481,,,
2.0527343750,32,1.1126901150,0.8127790190,1.1748615686,-0.8313445855,,,
2.0546875000,32,1.1980821927,0.7602735955,0.8267874945,-1.0450174409,,,
2.0566406250,32,1.2679557546,0.6490888928,0.4904920196,-1.0104982755,,,
2.0585937500,32,1.3213385130,0.4912159791,0.2245541382,-0.7090091872,,,
2.0605468750,32,1.3575451110,0.3018586735,0.0761725414,-0.1962188639,,,
2.0625000000,33,1.3761889031,0.0983659614,0.0737680120,0.4128262271,,,
2.0644531250,33,1.3771885073,-0.1009850511,0.2225127816,0.9750594652,,,
2.0664062500,33,1.3607690127,-0.2782707568,0.5034834156,1.3584478567,,,
2.0683593750,33,1.3274578226,-0.4171778551,0.8765693957,1.4780398641,,,
2.0703125000,33,1.2780752052,-0.5041476917,1.2866845867,1.3191288553,,,
2.0722656250,33,1.2137197178,-0.5293283162,1.6723143172,0.9411847818,,,
2.0742187500,33,1.1357487602,-0.4872678528,1.9750670028,0.4614773630,,,
2.0761718750,33,1.0457545977,-0.3773008211,2.1487427648,0.0228798021,,,
2.0781250000,33,0.9455362731,-0.2036004516,2.1665067036,-0.2453224994,,,
2.0800781250,33,0.8370679004,0.0251066627,2.0250496847,-0.2628768475,,,
2.0820312500,33,0.7224638954,0.2961436944,1.7450886810,-0.0205473777,,,
2.0839843750,33,0.6039417519,0.5937624426,1.3681288326,0.4173866035,,,
2.0859375000,33,0.4837830153,0.9002366516,0.9499916197,0.9308023856,,,
2.0878906250,33,0.3642931373,1.1970935578,0.5521172204,1.3767318295,,,
2.0898437500,33,0.2477609152,1.4663977946,0.2319957861,1.6286410045,,,
2.0917968750,33,0.1364182244,1.6919981338,0.0342180211,1.6112251340,,,
2.0937500000,33,0.0324007523,1.8606501325,-0.0164610272,1.3211814381,,,
2.0957031250,33,-0.0622895820,1.9629364072,0.0810353506,0.8282653288,,,
2.0976562500,33,-0.1458198619,1.9939203691,0.3039548345,0.2563389990,,,
2.0996093750,33,-0.2165584449,1.9534878385,0.6092807710,-0.2503952134,,,
2.1015625000,33,-0.2731037068,1.8463527226,0.9404569384,-0.5667240212,,,
2.1035156250,33,-0.3143087549,1.6817263655,1.2362248499,-0.6205378624,,,
2.1054687500,33,-0.3393016768,1.4726736302,1.4401970026,-0.4123832074,,,
2.1074218750,33,-0.3475009708,1.2352006190,1.5096748356,-0.0150958368,,,
2.1093750000,33,-0.3386258878,0.9871376509,1.4223377835,0.4463823054,,,
2.1113281250,33,-0.3127015026,0.7468953886,1.1797613824,0.8294689585,,,
2.1132812500,33,-0.2700584268,0.5321808579,0.8072162608,1.0132418846,,,
2.1152343750,33,-0.2113271667,0.3587628923,0.3497791080,0.9318005117,,,
2.1171875000,33,-0.1374272276,0.2393730925,-0.1346388774,0.5925433293,,,
2.1191406250,33,-0.0495511512,0.1828189388,-0.5842604442,0.0743496681,,,
2.1210937500,33,0.0508562300,0.1933708969,-0.9430110230,-0.4938378384,,,
2.1230468750,33,0.1621229617,0.2704662548,-1.1691976224,-0.9681621471,,,
2.1250000000,34,0.2823791178,0.4087503374,-1.2419463750,-1.2291006398,,,
2.1269531250,34,0.4095894216,0.5984522198,-1.1643963348,-1.2140586996,,,
2.1289062500,34,0.5415887667,0.8260687334,-0.9631523591,-0.9343767041,,,
2.1308593750,34,0.6761200160,1.0753090606,-0.6840825823,-0.4720907790,,,
2.1328125000,34,0.8108734173,1.3282340397,-0.3851153420,0.0426636172,,,
2.1347656250,34,0.9435269448,1.5665107261,-0.1271577650,0.4674111590,,,
2.1367187500,34,1.0717868604,1.7726947142,0.0354492115,0.6864576391,,,
2.1386718750,34,1.1934277848,1.9314507922,0.0634524137,0.6426498387,,,
2.1406250000,34,1.3063315768,2.0306267967,-0.0611429708,0.3530693071,,,
2.1425781250,34,1.4085243398,2.0621057748,-0.3322151558,-0.0956414852,,,
2.1445312500,34,1.4982109078,2.0223770174,-0.7204253437,-0.5710398001,,,
2.1464843750,34,1.5738062075,1.9127861309,-1.1777352911,-0.9312179391,,,
2.1484375000,34,1.6339629459,1.7394466972,-1.6448394780,-1.0637545110,,,
2.1503906250,34,1.6775951412,1.5128196679,-2.0603545313,-0.9166058065,,,
2.1523437500,34,1.7038970820,1.2469898099,-2.3703348388,-0.5124701989,,,
2.1542968750,34,1.7123573856,0.9586896427,-2.5366324725,0.0573121547,,,
2.1562500000,34,1.7027679072,0.6661389185,-2.5427995283,0.6576534641,,,
2.1582031250,34,1.6752273454,0.3877805540,-2.3966137589,1.1465848071,,,
2.1601562500,34,1.6301394800,0.1410011478,-2.1288342960,1.4139923816,,,
2.1621093750,34,1.5682060740,-0.0590747099,-1.7883814291,1.4116086196,,,
2.1640625000,34,1.4904145626,-0.2006322769,-1.4346913568,1.1660401902,,,
2.1660156250,34,1.3980207461,-0.2759835928,-1.1284368265,0.7712641232,,,
2.1679687500,34,1.2925267899,-0.2820965579,-0.9220590738,0.3626505583,,,
2.1699218750,34,1.1756549148,-0.2207992789,-0.8515858506,0.0796337146,,,
2.1718750000,34,1.0493172412,-0.0986454486,-0.9310099903,0.0272639229,,,
2.1738281250,34,0.9155823130,0.0735498348,-1.1501041241,0.2471802818,,,
2.1757812500,34,0.7766388884,0.2814714245,-1.4760119392,0.7059616213,,,
2.1777343750,34,0.6347576310,0.5083095470,-1.8583681373,1.3040505907,,,
2.1796875000,34,0.4922513727,0.7359391633,-2.2371496105,1.9028072080,,,
2.1816406250,34,0.3514346442,0.9461910085,-2.5520349368,2.3622794344,,,
2.1835937500,34,0.2145831799,1.1221256620,-2.7518143398,2.5793410739,,,
2.1855468750,34,0.0838941097,1.2492217852,-2.8023843843,2.5157465583,,,
2.1875000000,35,-0.0385524690,1.3163956500,-2.6920820881,2.2084155704,,,
2.1894531250,35,-0.1508298636,1.3167808478,-2.4335275151,1.7591306201,,,
2.1914062500,35,-0.2511984675,1.2482137908,-2.0616877150,1.3064728615,,,
2.1933593750,35,-0.3381361594,1.1133911327,-1.6284634055,0.9876892639,,,
2.1953125000,35,-0.4103648892,0.9196881186,-1.1946413725,0.9009436148,,,
2.1972656250,35,-0.4668729855,0.6786505135,-0.8204658550,1.0782984702,,,
2.1992187500,35,-0.5069327923,0.4051955240,-0.5562972622,1.4768339620,,,
2.2011718750,35,-0.5301133279,0.1165774236,-0.4348129581,1.9903384170,,,
2.2031250000,35,-0.5362877439,-0.1688100058,-0.4659646451,2.4783674333,,,
2.2050781250,35,-0.5256354529,-0.4327107169,-0.6354775170,2.8047076854,,,
2.2070312500,35,-0.4986388895,-0.6582742734,-0.9071246870,2.8747039723,,,
2.2089843750,35,-0.4560749586,-0.8312259575,-1.2284223713,2.6612193624,,,
2.2109375000,35,-0.3990013246,-0.9408575268,-1.5388584979,2.2121134121,,,
2.2128906250,35,-0.3287377772,-0.9807695408,-1.7793728117,1.6371885658,,,
2.2148437500,35,-0.2468430041,-0.9493135052,-1.9016116114,1.0781817965,,,
2.2167968750,35,-0.1550871748,-0.8497030101,-1.8755153570,0.6700251376,,,
2.2187500000,35,-0.0554208172,-0.6897861214,-1.6940570431,0.5039915002,,,
2.2207031250,35,0.0500594696,-0.4814949069,-1.3743930214,0.6028252823,,,
2.2226562500,35,0.1591478641,-0.2400104896,-0.9552467333,0.9146724357,,,
2.2246093750,35,0.2695680883,0.0172981403,-0.4909325599,1.3274721220,,,
2.2265625000,35,0.3790134127,0.2720875484,-0.0429503230,1.6998640384,,,
2.2285156250,35,0.4851871981,0.5063208944,0.3295406440,1.9001389050,,,
2.2304687500,35,0.5858432655,0.7035272470,0.5788844127,1.8425551043,,,
2.2324218750,35,0.6788253866,0.8499513595,0.6763014572,1.5110662145,,,
2.2343750000,35,0.7621052039,0.9355137218,0.6163236040,0.9639543981,,,
2.2363281250,35,0.8338179153,0.9545139419,0.4176004106,0.3180976692,,,
2.2382812500,35,0.8922950993,0.9060284047,0.1199516084,-0.2828192366,,,
2.2402343750,35,0.9360941058,0.7939744784,-0.2218750758,-0.7074401145,,,
2.2421875000,35,0.9640234965,0.6268367912,-0.5467682625,-0.8724950455,,,
2.2441406250,35,0.9751640918,0.4170746667,-0.7968052979,-0.7653826883,,,
2.2460937500,35,0.9688852529,0.1802520417,-0.9263046620,-0.4473901087,,,
2.2480468750,35,0.9448561154,-0.0660494576,-0.9089682933,-0.0366697621,,,
2.2500000000,36,0.9030515780,-0.3034584827,-0.7420012388,0.3243588722,,,
2.2519531250,36,0.8437529397,-0.5140973385,-0.4465668558,0.5082468603,,,
2.2539062500,36,0.7675431756,-0.6818312697,-0.0645065678,0.4376369469,,,
2.2558593750,36,0.6752969339,-0.7933965339,0.3481649860,0.1066409274,,,
2.2578125000,36,0.5681654275,-0.8393285912,0.7299763019,-0.4173871715,,,
2.2597656250,36,0.4475564874,-0.8146256778,1.0235692786,-1.0121694579,,,
2.2617187500,36,0.3151101245,-0.7191014819,1.1846327983,-1.5338947865,,,
2.2636718750,36,0.1726700285,-0.5574023186,1.1888081609,-1.8565312848,,,
2.2656250000,36,0.0222515038,-0.3386875992,1.0354907883,-1.9062872569,,,
2.2675781250,36,-0.1339935981,-0.0759958640,0.7479360135,-1.6817764157,,,
2.2695312500,36,-0.2938143342,0.2146594220,0.3696524114,-1.2543612078,,,
2.2714843750,36,-0.4548998590,0.5154012710,-0.0423556636,-0.7485803789,,,
2.2734375000,36,-0.6149196599,0.8077302793,-0.4264439277,-0.3080250331,,,
2.2753906250,36,-0.7715641353,1.0738089097,-0.7259031900,-0.0560153611,,,
2.2773437500,36,-0.9225848049,1.2976994013,-0.8977623330,-0.0618549880,,,
2.2792968750,36,-1.0658334479,1.4664690011,-0.9194483039,-0.3219110300,,,
2.2812500000,36,-1.1992994843,1.5710854567,-0.7922659696,-0.7607044707,,,
2.2832031250,36,-1.3211449443,1.6070403421,-0.5411560265,-1.2517110494,,,
2.2851562500,36,-1.4297364149,1.5746567641,-0.2107688833,-1.6521706148,,,
2.2871093750,36,-1.5236734027,1.4790600063,0.1415337438,-1.8423634249,,,
2.2890625000,36,-1.6018126178,1.3298131764,0.4546592466,-1.7585874635,,,
2.2910156250,36,-1.6632877530,1.1402432779,0.6733475551,-1.4107970591,,,
2.2929687500,36,-1.7075244129,0.9265047182,0.7568277674,-0.8800668416,,,
2.2949218750,36,-1.7342499297,0.7064455761,0.6852193947,-0.2965742279,,,
2.2968750000,36,-1.7434978973,0.4983557018,0.4626809197,0.1958671810,,,
2.2988281250,36,-1.7356073403,0.3196839674,0.1168149801,0.4790049953,,,
2.3007812500,36,-1.7112165365,0.1858141336,-0.3055774623,0.4923354867,,,
2.3027343750,36,-1.6712515984,0.1089847139,-0.7457329448,0.2494616123,,,
2.3046875000,36,-1.6169100155,0.0974281735,-1.1420245931,-0.1658594803,,,
2.3066406250,36,-1.5496394442,0.1547895080,-1.4395075352,-0.6228940561,,,
2.3085937500,36,-1.4711121186,0.2798647620,-1.5984241813,-0.9799800896,,,
2.3105468750,36,-1.3831953288,0.4666777393,-1.6003449113,-1.1235644084,,,
2.3125000000,37,-1.2879184845,0.7048895722,-1.4509880084,-0.9995277474,,,
2.3144531250,37,-1.1874373412,0.9805126069,-1.1792798928,-0.6282105035,,,
2.3164062500,37,-1.0839960140,1.2768788391,-0.8328022975,-0.0990192298,,,
2.3183593750,37,-0.9798874463,1.5757953839,-0.4703357698,0.4539096736,,,
2.3203125000,37,-0.8774130242,1.8588064232,-0.1526611376,0.8883208288,,,
2.3222656250,37,-0.7788420439,2.1084736448,0.0669481049,1.0926928355,,,
2.3242187500,37,-0.6863717437,2.3095859006,0.1510614057,1.0166861893,,,
2.3261718750,37,-0.6020885979,2.4502137454,0.0839562335,0.6848424371,,,
2.3281250000,37,-0.5279315528,2.5225353348,-0.1259010860,0.1897809985,,,
2.3300781250,37,-0.4656578473,2.5233761032,-0.4471453574,-0.3332410374,,,
2.3320312500,37,-0.4168120175,2.4544246030,-0.8303725664,-0.7434331761,,,
2.3339843750,37,-0.3826986275,2.3221094662,-1.2158131594,-0.9330703130,,,
2.3359375000,37,-0.3643592040,2.1371460816,-1.5426235232,-0.8570071306,,,
2.3378906250,37,-0.3625537799,1.9137846104,-1.7583485738,-0.5450191374,,,
2.3398437500,37,-0.3777473688,1.6688117907,-1.8270816924,-0.0935882942,,,
2.3417968750,37,-0.4101016075,1.4203761485,-1.7350511212,0.3606149953,,,
2.3437500000,37,-0.4594717137,1.1867185475,-1.4927627539,0.6782850799,,,
2.3457031250,37,-0.5254088122,0.9848966090,-1.1333655937,0.7557763798,,,
2.3476562500,37,-0.6071675882,0.8295919626,-0.7074944708,0.5536441918,,,
2.3496093750,37,-0.7037191343,0.7320835075,-0.2753932753,0.1076075800,,,
2.3515625000,37,-0.8137687668,0.6994582925,0.1024544850,-0.4810716308,,,
2.3535156250,37,-0.9357784986,0.7341150455,0.3747285219,-1.0731584702,,,
2.3554687500,37,-1.0679937759,0.8335949820,0.5072435382,-1.5294087178,,,
2.3574218750,37,-1.2084740104,0.9907516933,0.4882483867,-1.7485241180,,,
2.3593750000,37,-1.3551263727,1.1942482732,0.3302273659,-1.6946984350,,,
